age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_date,Days_from,time_from_last_visit,churn_risk_score
44,F,City,Silver Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,3,428.44,15883.59,24,727.71,No,Yes,No,Not Applicable,Poor Customer Service,2016-07-11,538,55,2
63,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,21,457.02,1923.33,18,700.92,Yes,No,No,Not Applicable,User Friendly Website,2016-04-21,619,482,1
63,F,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,21,1301.040146,8130.59,25,612.64,No,Yes,No,Not Applicable,Poor Product Quality,2017-10-29,63,492,3
37,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,433.76,23402.37,8,729.2,No,Yes,Yes,Solved in Follow-up,Too many ads,2016-03-07,664,85,2
28,F,Village,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,7,83.11,8217.23,14,593.35,Yes,No,Yes,Solved,No reason specified,2017-12-01,30,162,3
35,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,15,232.9,73100.35,1,776.47,Yes,No,No,Not Applicable,Reasonable Price,2016-12-24,372,345,1
55,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,248.14,43188.99,7,744.97,Yes,No,Yes,Unsolved,Poor Product Quality,2015-05-06,970,469,2
57,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,22,396.12,22141.04,8,764.3,No,Yes,No,Not Applicable,Too many ads,2016-05-09,601,509,2
42,F,Town,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,22,444.25,46026.71,19,594.36,No,Yes,No,Not Applicable,Poor Product Quality,2016-03-13,658,522,3
30,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,22,198.89,47779.78,19,788.11,Yes,No,Yes,No Information Available,Poor Product Quality,2015-03-30,1007,516,2
48,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,32.96,20195.01,7,677.14,No,Yes,Yes,Solved,Poor Customer Service,2016-05-31,579,384,3
52,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,172.5,20167.95,19,762.38,Yes,No,No,Not Applicable,Too many ads,2017-10-15,77,108,2
34,F,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,300.2,93490.61,6,784.48,Yes,Yes,Yes,Unsolved,Reasonable Price,2016-06-15,564,380,1
24,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,10,1563.308719,40966.62,36.33902857,696.91,Yes,No,No,Not Applicable,Poor Product Quality,2015-07-05,910,217,3
59,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,158.5,30607.68,26,531.67,Yes,No,No,Not Applicable,No reason specified,2016-05-20,590,286,3
57,F,Village,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,213.15,59815.05,4,758.29,Yes,Yes,No,Not Applicable,User Friendly Website,2017-07-18,166,228,1
31,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,1206.292414,12019.39,14,796.54,Yes,No,No,Not Applicable,Too many ads,2016-08-08,510,251,2
51,M,Town,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,10,77.2,48257.7,8,709.14,No,Yes,No,Not Applicable,No reason specified,2017-05-09,236,220,2
52,F,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,12,138.51,32530.64,24,645.48,No,Yes,Yes,No Information Available,Poor Product Quality,2015-11-17,775,279,3
32,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,14,246.52,33196.85,14,734.12,Yes,No,No,Not Applicable,Poor Product Quality,2016-05-17,593,315,2
37,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16,69.46,86260.31,30.3054997,808.1,No,Yes,No,Not Applicable,Quality Customer Care,2017-10-30,62,380,1
45,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,13,144.86,16332.13,26,612.84,No,Yes,No,Not Applicable,Poor Customer Service,2017-06-30,184,292,3
56,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,34.09,29822.88,6,763.08,No,Yes,No,Not Applicable,Poor Website,2017-06-07,207,283,2
45,F,Town,No Membership,Yes,Without Offers,Both,Mobile_Data,11,941.13,42075.18,14,558.02,Yes,No,No,Not Applicable,No reason specified,2015-01-17,1079,252,3
22,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,84.8,23982.29,6,1236.288114,No,Yes,No,Not Applicable,Poor Customer Service,2017-09-23,99,215,2
18,F,City,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,17,1061.841218,77314.85,5,747,No,Yes,Yes,Solved in Follow-up,User Friendly Website,2016-01-14,717,387,1
16,F,City,Gold Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,13,344.16,89254.1,3,838.81,Yes,No,No,Not Applicable,Quality Customer Care,2017-11-03,58,289,1
47,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14,44.02,36452.39,29,605.32,No,Yes,Yes,No Information Available,No reason specified,2016-10-11,446,313,3
13,F,Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,232.26,45050.52,16,211.3929576,No,Yes,Yes,Unsolved,No reason specified,2017-06-22,192,302,3
17,F,City,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,4,737.85,35801.55,21,627.67,Yes,No,No,Not Applicable,Poor Website,2016-07-04,545,89,3
26,F,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,8,120.03,27924.46,18,791.71,Yes,No,No,Not Applicable,Poor Website,2015-11-06,786,175,2
28,F,Village,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,4,32.77,9160.19,22,650.92,Yes,No,Yes,Solved,Poor Customer Service,2017-03-23,283,77,3
42,M,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,12,80.2,38714.6,17,684.17,No,Yes,No,Not Applicable,Poor Product Quality,2015-07-18,897,266,3
43,F,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,8,182.94,47702.91,26,787.5,Yes,No,No,Not Applicable,No reason specified,2016-03-11,660,192,2
43,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,5,96.26,2014.22,12,668.06,Yes,No,Yes,No Information Available,Poor Customer Service,2015-04-13,993,107,3
14,F,Town,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,11,51.79,41351.1,25,500.66,No,Yes,Yes,No Information Available,Too many ads,2016-12-28,368,242,3
57,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,18,1313.186559,7299,11,1226.817318,Yes,No,Yes,Solved in Follow-up,No reason specified,2017-07-06,178,409,3
53,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,22,38.47,47881.87,27,697.28,Yes,No,Yes,Unsolved,No reason specified,2017-08-05,148,506,3
52,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,13,536.34,71830.45,2,756.5,Yes,No,No,Not Applicable,Quality Customer Care,2017-04-24,251,306,1
11,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,2,33.44,25836.85,10,696.61,No,Yes,Yes,Unsolved,Too many ads,2015-01-07,1089,43,3
28,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,18,163.63,40891.2,13,786.87,Yes,No,No,Not Applicable,No reason specified,2017-03-29,277,417,2
42,F,City,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,15,639.68,35384.94,17,672.5,Yes,No,Yes,Solved,Poor Customer Service,2016-02-18,682,337,3
15,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,101.25,31673.58,8,837.55,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2016-05-16,594,254,1
37,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,146.48,42749.29,27,594.4,No,Yes,Yes,Unsolved,Poor Website,2016-05-01,609,285,3
16,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9,294.17,24866.72,10,602.3,Yes,No,No,Not Applicable,Poor Product Quality,2015-10-11,812,216,3
14,F,City,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,12,65.3,47409.12,29,643.17,Yes,No,No,Not Applicable,Poor Product Quality,2017-05-18,227,275,3
49,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,1266.235047,9969.32,25,1325.481219,No,Yes,Yes,No Information Available,Poor Customer Service,2015-09-21,832,291,2
35,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,34.73,47378.47,11,703.42,Yes,No,No,Not Applicable,Poor Customer Service,2017-03-29,277,345,3
12,M,Town,Premium Membership,No,Without Offers,Both,Wi-Fi,17,406.41,20757.6,8,739.52,No,Yes,No,Not Applicable,Too many ads,2015-12-28,734,403,2
61,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,18,31.49,15319.97,17,815.24,Yes,No,Yes,Solved,Quality Customer Care,2016-02-05,695,410,1
23,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3,282.88,20900.95,10,719.66,Yes,No,Yes,Solved in Follow-up,Poor Website,2015-12-13,749,56,3
44,M,City,Platinum Membership,Yes,Without Offers,Smartphone,Fiber_Optic,12,91.84,10978.33,18,701.23,No,Yes,Yes,Solved in Follow-up,No reason specified,2016-10-01,456,282,2
31,M,Town,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,7,31.39,43096.02,10,612.62,Yes,No,Yes,Unsolved,Too many ads,2016-06-08,571,166,3
39,F,Town,Premium Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,9,397.93,20985.84,3,831.4,Yes,Yes,No,Not Applicable,Quality Customer Care,2017-05-24,221,214,1
60,F,City,Gold Membership,Yes,Without Offers,Smartphone,Mobile_Data,24,229.66,34823.98,10,694.29,No,Yes,No,Not Applicable,Too many ads,2017-04-08,267,575,3
30,F,City,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,2,137.79,45542.72,24,1212.986651,No,Yes,No,Not Applicable,No reason specified,2015-10-01,822,33,3
20,F,Village,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,185.38,49416.96,8,744.61,Yes,No,No,Not Applicable,Poor Product Quality,2016-11-27,399,185,2
57,M,City,Premium Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18,158.81,25266.74,27,797.53,Yes,No,No,Not Applicable,Too many ads,2015-12-11,751,411,2
35,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,15,295.77,38880.51,8,704.16,Yes,No,Yes,No Information Available,Poor Product Quality,2015-08-30,854,354,3
62,M,City,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,7,278.67,17546.82,21,683.59,Yes,No,Yes,Solved,Poor Customer Service,2015-11-28,764,156,3
31,M,Town,Gold Membership,No,Without Offers,Both,Mobile_Data,20,271.99,13142.26,23,704.5,Yes,Yes,Yes,No Information Available,Poor Product Quality,2015-03-28,1009,472,3
11,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7,320.12,47848.39,13,201.3702963,Yes,No,No,Not Applicable,No reason specified,2017-09-24,98,147,3
25,F,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,9,31.92,9425.74,21,779.34,No,Yes,No,Not Applicable,Too many ads,2015-05-06,970,214,2
54,F,City,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15,37.48,80602.57,4,746.79,No,Yes,Yes,Solved,Reasonable Price,2015-09-27,826,345,1
10,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,193.53,78915.97,9,709.25,Yes,No,Yes,Unsolved,User Friendly Website,2017-09-26,96,335,1
18,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,17,349.31,79065.4,18,732.19,Yes,No,No,Not Applicable,Products always in Stock,2017-07-29,155,394,1
45,F,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,10,75.33,43017.83,10,694.71,Yes,No,Yes,No Information Available,No reason specified,2016-07-10,539,233,3
33,F,City,Platinum Membership,Yes,Without Offers,Both,Mobile_Data,12,639.97,39306.16,4,751.26,No,Yes,Yes,No Information Available,User Friendly Website,2015-06-22,923,280,1
44,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22,86.76,18298.08,16,1163.142866,No,Yes,Yes,Solved,Reasonable Price,2016-12-31,365,521,1
54,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,20,32.28,10322.9,11,526.93,Yes,No,No,Not Applicable,Poor Product Quality,2015-02-15,1050,467,3
42,M,City,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,15,240.27,25964.96,24,613.92,No,Yes,No,Not Applicable,Too many ads,2015-12-24,738,340,3
19,F,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5,289.7,10815.92,22,628.13,Yes,No,Yes,Unsolved,Poor Product Quality,2015-12-19,743,120,3
16,M,City,No Membership,No,Without Offers,Desktop,Fiber_Optic,21,356.94,38279.02,18,263.4677916,Yes,Yes,No,Not Applicable,No reason specified,2015-01-22,1074,492,3
42,F,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,3,33.77,46778.86,15,783.46,Yes,No,Yes,No Information Available,Poor Customer Service,2017-11-25,36,53,2
12,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,20,31.99,20411.8,1,740.46,No,Yes,No,Not Applicable,Products always in Stock,2016-11-22,404,480,1
20,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,23,58.35,18783.47,26,512.12,Yes,No,Yes,No Information Available,Too many ads,2017-05-11,234,537,3
48,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,10,270.81,22619.46,25,676.14,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,2017-04-10,265,240,3
42,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,61.66,48799.55,7,1218.483668,Yes,No,Yes,No Information Available,No reason specified,2017-10-22,70,306,2
63,F,City,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,15,140.66,49429.1,21,742.88,Yes,No,No,Not Applicable,Poor Website,2015-11-28,764,353,2
59,M,City,Silver Membership,Yes,Without Offers,Both,Fiber_Optic,22,209.08,9633.41,28,711.32,Yes,Yes,Yes,Unsolved,Poor Product Quality,2015-09-16,837,517,2
28,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,856.2032504,48796.29,33.35548294,771.19,Yes,No,Yes,No Information Available,Too many ads,2015-03-22,1015,358,2
14,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,30.57,88296.24,3,717.33,Yes,No,Yes,Solved in Follow-up,User Friendly Website,2016-03-22,649,204,1
34,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,31.95,24383.62,11,756.86,Yes,No,No,Not Applicable,No reason specified,2017-12-14,17,90,2
19,F,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,112.91,2671.21,21,738.56,No,Yes,No,Not Applicable,Poor Website,2016-08-16,502,268,2
28,M,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22,53.08,67691.79,9,439.7784777,Yes,No,No,Not Applicable,Reasonable Price,2017-07-08,176,515,1
51,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,41.54,85005.14,6,819.46,No,Yes,No,Not Applicable,User Friendly Website,2016-12-11,385,247,1
37,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13,208.56,22923.99,18,966.4825055,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,2015-05-24,952,308,2
53,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,11,754.96,64512.03,4,819.84,No,Yes,No,Not Applicable,User Friendly Website,2017-07-09,175,252,1
46,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,6,34.88,36983.01,27,719.81,Yes,No,No,Not Applicable,Poor Website,2015-09-21,832,129,2
56,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,42.05,25472.97,11,736.24,No,Yes,No,Not Applicable,Too many ads,2015-12-13,749,272,2
62,M,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,17,58.76,32785.66,32.5067075,170.016553,Yes,No,No,Not Applicable,Poor Customer Service,2015-01-19,1077,392,3
12,F,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,15,30.83,10838.91,27,774.82,No,Yes,Yes,Unsolved,Poor Product Quality,2016-10-29,428,348,2
22,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,19,31.22,34385.72,7,623.92,Yes,No,Yes,Unsolved,Poor Product Quality,2017-08-12,141,447,3
55,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9,1246.73,42080.89,25,688.69,Yes,Yes,Yes,No Information Available,Poor Product Quality,2015-09-11,842,216,3
37,M,Village,No Membership,No,Without Offers,Smartphone,Mobile_Data,12,141.62,8254.49,21,542.62,Yes,No,Yes,Unsolved,Poor Customer Service,2015-12-07,755,271,3
20,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,12,60.2,40711.87,28,725.66,No,Yes,No,Not Applicable,Poor Customer Service,2015-07-17,898,281,2
53,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,4,33.9,44703.8,25,737.78,No,Yes,No,Not Applicable,No reason specified,2016-10-08,449,82,2
30,F,Village,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,11,128.62,34388.15,21,567.53,No,Yes,No,Not Applicable,Poor Product Quality,2017-01-27,338,251,3
36,M,Town,No Membership,Yes,Without Offers,Desktop,Mobile_Data,22,99.9,19549.59,25,646.43,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,2015-11-14,778,505,3
54,F,Town,Basic Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,14,247.51,3291.83,53.84940846,660.52,Yes,Yes,No,Not Applicable,No reason specified,2015-08-14,870,327,3
15,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,1312.88,73886.77,4,847.11,Yes,Yes,No,Not Applicable,Products always in Stock,2015-10-15,808,172,1
38,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,11,369.27,45770.09,6,699.64,Yes,No,Yes,Solved in Follow-up,Too many ads,2017-06-26,188,248,3
17,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2,84.01,5741.29,29,629.33,No,Yes,No,Not Applicable,Poor Website,2017-11-02,59,26,3
50,F,Village,No Membership,No,Without Offers,Smartphone,Mobile_Data,16,82.26,23920.64,16,910.2279557,No,Yes,No,Not Applicable,No reason specified,2017-06-07,207,376,3
14,F,Town,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,18,141.73,3552.14,6,1093.076749,No,Yes,Yes,Solved,Too many ads,2017-11-21,40,418,3
58,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,2,531.14,4839.44,29,690.56,No,Yes,No,Not Applicable,Too many ads,2016-04-01,639,25,3
39,M,Village,Basic Membership,No,Without Offers,Both,Fiber_Optic,4,391.21,30745.45,10,618.72,Yes,No,Yes,No Information Available,Poor Customer Service,2015-02-10,1055,95,3
22,M,City,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,13,54.17,4509.52,13,647.91,No,Yes,No,Not Applicable,Poor Customer Service,2015-11-07,785,293,3
60,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,824.22,92997.49,16,842.52,Yes,Yes,No,Not Applicable,Quality Customer Care,2016-08-20,498,336,1
22,M,Village,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,61.79,10279.43,17,814.93,No,Yes,Yes,No Information Available,Reasonable Price,2016-10-25,432,296,1
56,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,14,226.73,28472.47,10,705.59,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,2015-09-29,824,327,3
23,M,City,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,19,31.07,11658.64,20,706.66,Yes,No,Yes,Solved,No reason specified,2017-12-07,24,455,2
22,M,City,Gold Membership,Yes,Without Offers,Both,Fiber_Optic,4,699.27,13562.75,7,1080.990675,Yes,Yes,Yes,No Information Available,Too many ads,2015-06-21,924,77,2
11,F,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,15,69.51,43707.21,8,676.41,Yes,No,No,Not Applicable,Too many ads,2015-01-19,1077,340,3
17,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21,174.49,24379.39,13,282.177055,Yes,No,No,Not Applicable,Poor Website,2016-07-22,527,503,3
59,M,City,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,16,56.29,14358.18,14,647.76,Yes,No,No,Not Applicable,No reason specified,2015-05-12,964,374,3
38,M,Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,116.12,45330.73,28,737.71,No,Yes,No,Not Applicable,Poor Customer Service,2016-08-10,508,483,2
62,F,City,Platinum Membership,No,Without Offers,Smartphone,Wi-Fi,11,111.44,27742.1,7,749.68,Yes,No,No,Not Applicable,Poor Customer Service,2015-08-07,877,247,2
38,F,City,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,16,118.97,24506.45,27,1076.219523,No,Yes,No,Not Applicable,Too many ads,2015-09-28,825,373,3
18,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17,97.94,13975.5,5,1004.464788,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,2015-03-31,1006,398,3
12,F,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20,165.98,10800,7,610.06,No,Yes,No,Not Applicable,Poor Customer Service,2016-08-22,496,463,3
10,F,Village,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,19,32.98,28093.5,26,691.75,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,2015-02-12,1053,439,3
61,F,Village,No Membership,Yes,Without Offers,Desktop,Wi-Fi,6,234.43,40538.69,10,663.15,No,Yes,Yes,No Information Available,Poor Customer Service,2016-12-19,377,121,3
33,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,20,1203.438382,16971.48,9,840.44,Yes,Yes,Yes,No Information Available,Quality Customer Care,2016-08-17,501,473,1
18,F,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,16,30.74,36841.48,13,631.72,No,Yes,Yes,Unsolved,Poor Website,2017-07-26,158,376,3
44,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,4,339.42,28567.74,13,655.81,No,Yes,No,Not Applicable,Poor Customer Service,2016-03-25,646,81,3
55,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,4,408.58,35973.4,7,655.46,Yes,Yes,No,Not Applicable,No reason specified,2016-11-15,411,84,3
34,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,11,1000.58,13282.4,10,757.08,Yes,Yes,No,Not Applicable,Poor Website,2015-09-20,833,247,2
